69393	356
68899	442
69393	356
68899	442
69393	356
68899	442
69393	356
68899	442
69393	356
68899	442
68899	442
69393	356
68899	442
69393	356
68899	442
69393	356
68899	442
69393	356
68899	442
69393	356
68523	3623
69341	34528
69341	5618
48776	2594
69002	8533
65135	49530
66022	31878
71509	5878
70789	50
65403	838
64821	6333
64886	3087
63438	953
53315	5941
69393	356
68899	442
69393	356
68899	442
69393	356
68899	442
70974	4735
71509	1635
67306	1569
68516	1517
69393	2054
65308	141
60229	6093
64642	62956
69875	6448
67538	180
70062	2313
70560	1259
55865	33830
70037	5266
71149	508
66328	45517
70287	1214
71487	7361
70299	7067
68393	8879
69393	356
68899	442
69393	356
68899	442
69393	356
68899	442
69393	356
68899	442
69393	356
68899	442
69393	356
68899	442
69393	356
68899	442
69393	356
68899	442
69393	356
69393	356
68899	442
69393	356
