58203	1089
51198	1200
51033	7093
60661	2991
54017	30810
60971	904
62151	1645
55840	2502
55236	1270
59750	457
55236	7139
55403	6953
46890	1639
59327	3006
55560	930
62042	364
61915	3639
52648	63131
53610	48780
59082	55290
58203	1961
60195	45062
55936	4995
59390	180
47719	203
60564	3752
52021	1921
33052	37733
60693	589
60450	40826
58174	4643
62141	6724
60331	1222
60693	36535
57512	553
59078	1265
51333	1639
52722	290
52722	4886
56535	1028
55936	474
62012	40629
49996	4677
57512	8781
55315	318
52129	55276
56686	7147
61379	4795
60564	6373
59686	2692
60319	50
60331	593
51615	32
58561	26578
52983	4220
59082	40614
62151	4308
61878	1270
60670	30749
61915	4973
50949	520
57420	5682
58001	356
54730	2076
60158	3175
51378	1608
50383	997
56758	7143
61502	7090
60716	2248
54371	6870
60661	861
51198	924
51832	4973
60296	1221
52365	6879
52328	34319
59686	370
60891	2997
60971	708
62091	8949
58554	4641
59889	40819
54066	38061
58763	55284
53610	33166
41000	61132
57912	919
61379	62
61985	42734
61805	31696
60901	4027
59219	33004
61240	2078
55236	2997
55936	2949
44361	5479
57420	924
59390	36708
61137	6571
59082	7192
54113	48593
60166	4878
60958	4902
60331	55272
62252	750
53382	3476
59889	858
51033	8662
55414	55442
53610	1748
54087	2490
55280	6597
59771	6550
59299	6666
60450	49961
56950	55820
55560	37736
62141	4010
56758	592
60166	344
62252	2340
51499	368
60170	3578
56016	377
60693	4975
38047	2279
54716	56171
52591	553
54316	39
61352	3897
59686	678
51499	1321
59527	2353
58846	1198
60716	54001
57022	6016
55935	165
57912	60074
59468	6870
50265	3145
59299	53953
56915	16
58846	4973
57010	3526
60166	2692
58470	110
62012	7153
53859	1214
59894	8961
49527	188
60901	4148
60564	7367
54113	48774
59686	1221
56354	1784
60891	194
61985	1101
56896	4993
57696	32582
60890	1673
50295	1136
52298	50
61805	3324
41726	2959
59078	50
60325	613
49527	344
57138	1079
60316	8874
60319	3499
61805	30793
59311	58047
60331	1136
55899	2726
60564	2174
60713	37741
60891	1921
59468	4641
61805	1249
56561	1215
58567	8910
60510	5816
60891	5617
62141	7702
58693	778
62151	2664
47780	6773
58604	714
54767	2116
61985	1307
62055	17
62014	44195
53045	904
57022	2009
59999	1193
52983	903
52580	2329
53315	153
60901	8827
52004	3362
58747	1258
60158	2291
52305	50601
53315	8754
61544	43871
48920	5254
45290	52
49383	47629
47065	1291
57022	1029
55280	3338
47592	5527
51033	8207
34881	5010
59750	1573
54017	5902
59148	33166
60319	4901
59468	5810
58087	1680
60713	2078
43883	63113
57097	1479
57120	2140
57912	5377
59182	750
51972	53894
60166	44191
60195	57640
60963	2054
57912	1
59433	353
62133	6874
60195	260
59577	2918
60166	45728
57696	1243
60716	2124
52806	3578
59462	788
61379	2028
52004	714
56896	6377
59750	1968
52572	7361
57928	153
54767	252
62091	858
59182	59141
60331	3157
56044	2115
55280	7766
61240	5218
61235	1080
59527	4963
57475	1081
47613	1198
59092	5574
60713	3980
53859	8014
56915	1209
57696	7836
57274	3996
60713	1123
52806	1084
61915	1090
57696	904
61352	44665
54528	3499
60963	42738
60901	590
60713	31903
42551	159
54767	6187
58763	1127
58709	2712
54650	1230
62323	1198
62151	2527
53042	2960
53565	55995
58604	4571
58657	4372
62042	2081
59529	2145
59390	7361
50992	70
58470	968
57420	7344
60319	377
60716	4370
59092	6350
57512	231
62319	5952
57696	8341
59686	861
60693	8965
57035	7132
58554	1189
56091	7004
61544	4816
53241	6662
54113	52042
57249	1204
60450	7034
54152	2194
60891	904
58561	8014
60716	56782
60891	1947
52076	44974
49913	1200
52004	7235
61985	2353
60296	1101
59050	4246
59527	4306
62055	5378
59686	3481
56915	8235
55560	6953
43706	4447
39282	908
58470	1884
61910	7323
57035	1968
58693	1285
62323	1291
50383	31437
51033	30812
60692	37741
58087	5451
53610	4878
55935	7143
60901	2391
61805	6448
61875	5952
49527	4993
61985	367
59529	2762
60166	48385
60716	8360
52983	7980
53859	3683
43397	1350
60564	1584
57835	1036
60890	30793
61985	4823
59529	4226
50888	5015
59771	8798
61805	8228
60316	1375
54730	6711
60713	59126
47065	1279
51603	1961
59444	7311
60670	2683
61381	1270
60798	2231
58174	44
58567	4886
43527	7046
60693	2671
61879	4886
60450	4973
61805	2867
60713	27432
59557	8016
52722	2788
60166	56152
59527	3994
58895	5299
58561	1280
48337	4022
57274	5952
60971	1203
61020	4022
57475	6807
59299	25763
60693	5459
61700	7254
51033	1792
58203	49278
55790	45
60316	1393
50265	923
60166	7318
60713	39292
59327	3067
62252	1994
60958	7147
52481	5060
51033	1276
54767	40819
60307	592
60374	51935
57696	26414
58087	60487
61544	1089
61502	1252
62151	4844
60316	2918
55737	8368
61544	33166
52722	6774
52510	53972
61968	8665
60661	2997
62141	1265
54503	4993
42154	6333
61915	708
51692	2683
55414	7361
59444	8128
59148	350
60303	4993
59499	7438
60716	1411
62252	1466
54730	2871
52427	454
59686	4211
60661	40583
51373	1304
55236	1036
61400	1354
59148	377
62252	7153
52004	8195
59401	1230
61875	110
61805	3241
48006	1233
57835	7386
60296	2529
60716	33903
60564	292
57696	950
55992	1032
53241	5540
50893	37729
55790	62
60170	52042
57018	527
61985	1645
60195	3999
58087	3501
60901	18
60450	46578
55936	2890
59299	296
61879	7153
50949	1380
60316	70
51033	2618
60971	8645
60296	7444
58470	1215
60890	7438
57512	1320
52834	1079
54767	5810
61805	7216
55414	52950
58747	3489
56758	2353
58087	7184
59686	788
55211	4007
41838	49932
58087	95
60170	1884
61020	3159
61700	7360
58577	3160
60170	5218
60323	4306
59577	2710
60374	4995
60319	3948
56686	56367
54876	5816
60693	2805
58709	4033
59401	5418
61544	3408
61544	3255
62252	2360
62151	32587
58763	48883
60374	5500
58160	3178
60323	2662
52751	920
58763	44195
60166	6331
61836	40339
60693	4446
58087	610
60564	4306
61379	8337
62252	40629
60195	57401
58087	7380
56915	1172
61869	2160
56620	51698
58842	2114
60958	7160
57835	1617
52365	6934
61381	6659
61240	3489
58470	1289
60692	1333
60963	1073
59401	6367
53379	56367
55211	8132
61985	1616
50695	500
60331	8528
59771	4052
62141	963
59468	38798
52379	648
60863	3639
61400	1206
44847	1258
60319	49278
58087	1498
55590	7361
58470	531
59355	1029
60693	1735
59444	1953
61869	1617
60891	3271
59999	380
56686	4225
59686	50
55280	6539
60713	2268
56345	37729
51761	3363
52510	1884
60901	4489
61805	594
62091	1222
61805	2359
52328	2692
60670	2291
55841	3408
48919	1
51373	1179
60331	2949
52678	902
60158	8370
57420	293
56535	718
59462	4022
62323	1097
60716	39183
59433	1261
47448	2010
62151	3357
57082	3198
41027	8958
52076	1198
60891	1244
59677	912
52572	6942
56915	4095
61869	1263
56896	40819
60556	5956
59499	59387
61869	8368
57637	5610
54730	7460
52834	4878
60798	5816
60713	8011
60374	2987
35455	2
52328	2001
61544	6377
61836	2028
62280	223
61985	4155
60319	5282
60716	3793
52751	344
60971	54272
58160	43333
51494	7649
51191	2023
58087	3534
45129	4014
51378	357
48717	6857
62323	1784
59311	357
61400	4973
61379	2628
52305	1792
57022	8933
48717	4239
52076	2717
59771	2959
62319	2706
57018	3914
60331	2329
58567	527
60661	1288
55211	54503
55468	2959
61544	2858
57035	3006
60316	4148
58613	593
58203	55052
61352	2125
55560	3681
59686	2916
60863	7569
60693	3968
55936	4357
60072	3456
55620	5995
48920	1387
51191	5669
55211	56367
57035	150
52580	1193
58657	8533
61352	4310
57035	27904
62012	2006
41573	57640
59082	4085
60170	6238
59082	3555
60374	2723
51901	6502
61985	4069
61836	524
45478	2985
55277	3949
57249	2316
57249	54001
56472	49272
56758	6947
60713	7836
43102	1784
44129	3949
59771	31804
48370	50912
60716	1028
50670	1196
51361	4857
57512	3176
58160	4272
50156	7058
55468	32179
60963	1527
56686	3505
56915	111
60296	5989
59082	5294
62332	1223
54017	55269
60670	8969
60316	2641
39746	163
52365	3967
60692	1968
51025	1073
60190	8961
61869	1846
43699	3361
57696	7212
51191	4973
60693	4019
60166	45447
56915	1304
54316	788
51901	8783
60963	2125
60971	52435
54767	40946
59577	292
57696	26386
52592	5066
57928	318
60170	260
61020	3448
60374	1214
